N;M;Insert Sort;Insert Sort with Binary Search
1000;300;13.392000;3.924208
1000;300;13.831166;4.069667
1000;300;13.927833;4.035375
1000;500;14.847583;5.340500
1000;500;15.724708;5.623667
1000;500;15.356083;5.470542
1000;500;14.828208;5.545000
1000;500;15.142875;5.443917
1000;500;15.071000;5.431250
1000;500;15.625042;5.633625
1000;500;15.456709;5.529709
1000;500;15.417042;5.547042
1000;500;14.416625;5.185375
1000;1000;19.066125;8.449458
1000;1000;18.228625;8.078959
1000;1000;18.544750;8.216750
1000;1000;18.739542;8.292250
1000;1000;18.236167;8.047500
1000;1000;24.253042;8.581875
1000;1000;17.934583;7.942625
1000;1000;19.148333;8.444125
1000;1000;18.313042;8.137250
1000;1000;18.421333;8.220791
2000;1;42.373542;4.282875
2000;1;42.412917;4.211917
2000;1;42.237167;4.273459
2000;1;42.188583;4.261459
2000;1;42.138875;4.257792
2000;1;40.711500;4.249417
2000;1;42.167917;4.266500
2000;1;43.138791;4.343958
2000;1;41.543833;4.283333
2000;1;41.968416;4.258125
2000;2;43.525125;4.474917
2000;2;43.222750;4.443500
2000;2;44.153375;4.516125
2000;2;43.192916;4.384875
2000;2;43.393583;4.421875
2000;2;44.447792;4.499042
2000;2;44.986625;4.501708
2000;2;44.084125;4.453750
2000;2;43.726458;4.465875
2000;2;44.386292;4.488125
2000;5;43.736125;4.435708
2000;5;44.079333;4.502042
2000;5;45.133208;4.549083
2000;5;44.583750;4.539791
2000;5;44.419000;4.523000
2000;5;44.326542;4.542000
2000;5;43.839375;4.528458
2000;5;44.477708;4.528792
2000;5;44.409167;4.523375
2000;5;44.644250;4.531584
2000;10;44.571958;4.535583
2000;10;43.923083;4.477708
2000;10;43.507625;4.419000
2000;10;44.445625;4.500750
2000;10;44.638291;4.496209
2000;10;44.488916;4.509834
2000;10;44.960750;4.717000
2000;10;43.971666;4.438959
2000;10;43.953792;4.419083
2000;10;44.433042;4.516000
2000;50;48.215125;9.138667
2000;50;47.800833;9.071833
2000;50;48.023667;9.069375
2000;50;47.453958;9.002125
2000;50;47.170792;8.927000
2000;50;46.972334;8.936917
2000;50;47.256166;9.020542
2000;50;47.834250;9.051625
2000;50;47.645875;9.057541
2000;50;47.083333;8.909417
2000;100;47.049375;8.189917
2000;100;49.211917;8.504792
2000;100;47.251750;8.211542
2000;100;48.305042;8.351833
2000;100;49.606750;8.588166
2000;100;47.825708;8.298209
2000;100;48.415542;8.357833
2000;100;49.294583;8.518125
2000;100;48.912416;8.447167
2000;100;47.961458;8.264084
2000;200;51.744458;11.028916
2000;200;52.397750;11.171500
2000;200;53.176250;11.363458
2000;200;49.987958;10.706500
2000;200;52.530958;11.155042
2000;200;53.475333;11.388042
2000;200;52.422083;11.170375
2000;200;53.092750;11.320958
2000;200;52.526375;11.195167
2000;200;52.771208;11.279958
2000;300;56.331667;16.323042
2000;300;55.402459;16.006166
2000;300;54.998042;15.958625
2000;300;56.016708;16.203167
2000;300;55.395709;16.060417
2000;300;54.437208;15.895334
2000;300;55.958417;16.239875
2000;300;54.993500;15.963375
2000;300;55.447625;15.985417
2000;300;55.447917;16.060500
2000;500;60.876292;20.952875
2000;500;61.995208;21.122291
2000;500;61.622667;21.117834
2000;500;61.264542;21.053125
2000;500;60.123250;20.638500
2000;500;60.717750;20.897833
2000;500;59.993167;20.837625
2000;500;59.179917;20.691375
2000;500;59.675959;20.583916
2000;500;61.138667;20.955333
2000;1000;71.541125;30.973000
2000;1000;73.094334;31.589375
2000;1000;71.834917;31.187667
2000;1000;72.244833;31.294000
2000;1000;72.301167;31.387125
2000;1000;71.896959;31.183000
2000;1000;73.195958;31.730208
2000;1000;73.268959;31.648250
2000;1000;73.348708;31.771125
2000;1000;73.670958;32.016292
